# URI 2026 Dual Actuator TVC Experiment
# Mode: Circle
# Controller: PID
# Circle: tilt 10.0 deg, W1=0.2 rad/s
# Geometry[in]: H1=13.28 H2=9.51 R=6.2 ELL=0.6 measured=True
# TiltLimit: 45.0 deg   Ts: 0.002s   Duration: 60s
# t	e1	e2	x1	x2	xd1	xd2	u1	u2	phi	theta	tilt	dt	G11	G22	d1	d2	y1	y2
0.2820	93.96	11.66	2.0	-1.0	-4786.9	-595.5	-0.3766	-0.0468	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.2840	95.28	11.86	2.0	-1.0	-4786.8	-597.3	-0.3819	-0.0476	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.2860	96.62	12.06	3.0	-1.0	-4786.7	-599.0	-0.3873	-0.0484	-0.00004	-0.00012	0.007	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.2880	97.94	12.27	2.0	-1.0	-4786.6	-600.8	-0.3925	-0.0492	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.2900	99.28	12.49	2.0	0.0	-4786.5	-602.6	-0.3979	-0.0501	0.00000	-0.00008	0.004	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.2920	100.64	12.68	2.0	-1.0	-4786.4	-604.3	-0.4033	-0.0508	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.2940	102.00	12.89	2.0	-1.0	-4786.2	-606.1	-0.4088	-0.0517	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.2960	103.37	13.10	2.0	-1.0	-4786.1	-607.8	-0.4142	-0.0525	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.2980	104.75	13.31	2.0	-1.0	-4786.0	-609.6	-0.4198	-0.0534	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.3000	106.13	13.53	2.0	-1.0	-4785.9	-611.4	-0.4253	-0.0542	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.3020	107.53	13.75	2.0	-1.0	-4785.8	-613.1	-0.4310	-0.0552	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.3040	108.93	13.97	2.0	-1.0	-4785.7	-614.9	-0.4365	-0.0560	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.3060	110.35	14.19	2.0	-1.0	-4785.6	-616.6	-0.4423	-0.0569	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.3080	111.75	14.41	1.0	-1.0	-4785.5	-618.4	-0.4478	-0.0577	-0.00004	-0.00004	0.003	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.3100	113.20	14.64	2.0	-1.0	-4785.4	-620.2	-0.4537	-0.0587	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.3120	114.64	14.87	2.0	-1.0	-4785.3	-621.9	-0.4593	-0.0596	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.3140	116.09	15.10	2.0	-1.0	-4785.2	-623.7	-0.4653	-0.0606	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.3160	117.54	15.33	2.0	-1.0	-4785.1	-625.4	-0.4709	-0.0614	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.3180	119.01	15.57	2.0	-1.0	-4785.0	-627.2	-0.4770	-0.0624	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.3200	120.48	15.81	2.0	-1.0	-4784.9	-629.0	-0.4827	-0.0633	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.3220	121.96	16.05	2.0	-1.0	-4784.7	-630.7	-0.4888	-0.0644	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.3240	123.45	16.29	2.0	-1.0	-4784.6	-632.5	-0.4946	-0.0652	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.3260	124.95	16.53	2.0	-1.0	-4784.5	-634.2	-0.5008	-0.0663	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.3280	126.46	16.78	2.0	-1.0	-4784.4	-636.0	-0.5067	-0.0672	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.3300	127.98	17.03	2.0	-1.0	-4784.3	-637.8	-0.5129	-0.0683	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.3320	129.50	17.28	2.0	-1.0	-4784.2	-639.5	-0.5188	-0.0692	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.3340	131.04	17.53	2.0	-1.0	-4784.1	-641.3	-0.5251	-0.0703	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.3360	132.58	17.79	2.0	-1.0	-4783.9	-643.0	-0.5311	-0.0712	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.3380	134.13	18.04	2.0	-1.0	-4783.8	-644.8	-0.5375	-0.0724	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.3400	135.69	18.30	2.0	-1.0	-4783.7	-646.6	-0.5436	-0.0733	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.3420	137.25	18.57	2.0	-1.0	-4783.6	-648.3	-0.5500	-0.0745	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.3440	138.83	18.83	2.0	-1.0	-4783.5	-650.1	-0.5562	-0.0754	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.3460	140.41	19.10	2.0	-1.0	-4783.3	-651.8	-0.5627	-0.0766	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.3480	142.00	19.37	2.0	-1.0	-4783.2	-653.6	-0.5689	-0.0776	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.3500	143.60	19.64	2.0	-1.0	-4783.1	-655.4	-0.5755	-0.0787	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.3520	145.21	19.91	2.0	-1.0	-4783.0	-657.1	-0.5817	-0.0798	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.3540	146.83	20.19	2.0	-1.0	-4782.9	-658.9	-0.5884	-0.0810	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.3560	148.45	20.47	2.0	-1.0	-4782.7	-660.6	-0.5947	-0.0820	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.3580	150.09	20.75	2.0	-1.0	-4782.6	-662.4	-0.6014	-0.0832	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.3600	151.73	21.03	2.0	-1.0	-4782.5	-664.1	-0.6078	-0.0842	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.3620	153.38	21.32	2.0	-1.0	-4782.4	-665.9	-0.6146	-0.0855	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.3640	155.04	21.60	2.0	-1.0	-4782.2	-667.7	-0.6211	-0.0865	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.3660	156.70	21.89	2.0	-1.0	-4782.1	-669.4	-0.6279	-0.0878	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.3680	158.38	22.19	2.0	-1.0	-4782.0	-671.2	-0.6345	-0.0889	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.3700	160.06	22.48	2.0	-1.0	-4781.8	-672.9	-0.6414	-0.0901	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.3720	161.75	22.78	2.0	-1.0	-4781.7	-674.7	-0.6480	-0.0913	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.3740	163.45	23.08	2.0	-1.0	-4781.6	-676.5	-0.6550	-0.0925	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.3760	165.16	23.38	2.0	-1.0	-4781.5	-678.2	-0.6616	-0.0937	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.3780	166.88	23.69	2.0	-1.0	-4781.3	-680.0	-0.6687	-0.0950	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.3800	168.60	23.99	2.0	-1.0	-4781.2	-681.7	-0.6754	-0.0961	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.3820	170.33	24.30	2.0	-1.0	-4781.1	-683.5	-0.6825	-0.0974	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.3840	172.07	24.62	2.0	-1.0	-4780.9	-685.2	-0.6893	-0.0986	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.3860	173.82	24.93	2.0	-1.0	-4780.8	-687.0	-0.6965	-0.1000	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.3880	175.58	25.25	2.0	-1.0	-4780.6	-688.8	-0.7033	-0.1011	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.3900	177.34	25.57	2.0	-1.0	-4780.5	-690.5	-0.7106	-0.1025	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.3920	179.08	25.89	1.0	-1.0	-4780.4	-692.3	-0.7173	-0.1037	-0.00004	-0.00004	0.003	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.3940	180.90	26.22	2.0	-1.0	-4780.2	-694.0	-0.7249	-0.1051	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.3960	182.68	26.54	2.0	-1.0	-4780.1	-695.8	-0.7317	-0.1063	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.3980	184.48	26.87	2.0	-1.0	-4780.0	-697.6	-0.7392	-0.1077	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.4000	186.29	27.20	2.0	-1.0	-4779.8	-699.3	-0.7461	-0.1090	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.4020	188.10	27.54	2.0	-1.0	-4779.7	-701.1	-0.7537	-0.1104	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.4040	189.92	27.88	2.0	-1.0	-4779.5	-702.8	-0.7607	-0.1117	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.4060	191.75	28.22	2.0	-1.0	-4779.4	-704.6	-0.7683	-0.1131	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.4080	193.58	28.56	2.0	-1.0	-4779.3	-706.3	-0.7754	-0.1144	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.4100	195.43	28.90	2.0	-1.0	-4779.1	-708.1	-0.7831	-0.1159	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.4120	197.28	29.25	2.0	-1.0	-4779.0	-709.9	-0.7902	-0.1172	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.4140	199.14	29.60	2.0	-1.0	-4778.8	-711.6	-0.7979	-0.1187	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.4160	201.01	29.95	2.0	-1.0	-4778.7	-713.4	-0.8051	-0.1200	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.4180	202.89	30.31	2.0	-1.0	-4778.5	-715.1	-0.8129	-0.1215	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.4200	204.77	30.66	2.0	-1.0	-4778.4	-716.9	-0.8202	-0.1228	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.4220	206.66	31.03	2.0	-1.0	-4778.2	-718.6	-0.8280	-0.1244	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.4240	208.56	31.39	2.0	-1.0	-4778.1	-720.4	-0.8353	-0.1257	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.4260	210.47	31.75	2.0	-1.0	-4777.9	-722.2	-0.8433	-0.1273	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.4280	212.38	32.12	2.0	-1.0	-4777.8	-723.9	-0.8506	-0.1287	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.4300	214.26	32.49	1.0	-1.0	-4777.7	-725.7	-0.8584	-0.1302	-0.00004	-0.00004	0.003	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.4320	216.24	32.86	2.0	-1.0	-4777.5	-727.4	-0.8662	-0.1316	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.4340	218.17	33.29	2.0	0.0	-4777.3	-729.2	-0.8741	-0.1335	0.00000	-0.00008	0.004	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.4360	220.12	33.62	2.0	-1.0	-4777.2	-730.9	-0.8817	-0.1346	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.4380	222.12	34.05	3.0	0.0	-4777.0	-732.7	-0.8899	-0.1366	0.00000	-0.00012	0.007	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.4400	224.03	34.38	2.0	-1.0	-4776.9	-734.4	-0.8973	-0.1375	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.4420	225.96	34.82	1.0	0.0	-4776.7	-736.2	-0.9053	-0.1398	0.00000	-0.00004	0.002	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.4440	227.98	35.16	2.0	-1.0	-4776.6	-738.0	-0.9132	-0.1406	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.4460	229.97	35.55	2.0	-1.0	-4776.4	-739.7	-0.9213	-0.1428	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.4480	231.96	35.95	2.0	-1.0	-4776.3	-741.5	-0.9291	-0.1437	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.4500	233.96	36.34	2.0	-1.0	-4776.1	-743.2	-0.9373	-0.1459	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.4520	235.96	36.74	2.0	-1.0	-4776.0	-745.0	-0.9452	-0.1469	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.4540	237.98	37.14	2.0	-1.0	-4775.8	-746.7	-0.9534	-0.1492	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.4560	240.00	37.55	2.0	-1.0	-4775.6	-748.5	-0.9613	-0.1501	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.4580	242.03	37.96	2.0	-1.0	-4775.5	-750.3	-0.9696	-0.1524	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.4600	244.07	38.37	2.0	-1.0	-4775.3	-752.0	-0.9776	-0.1534	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.4620	246.11	38.78	2.0	-1.0	-4775.2	-753.8	-0.9859	-0.1557	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.4640	248.16	39.20	2.0	-1.0	-4775.0	-755.5	-0.9940	-0.1567	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.4660	250.22	39.62	2.0	-1.0	-4774.8	-757.3	-1.0000	-0.1590	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.4680	252.29	40.04	2.0	-1.0	-4774.7	-759.0	-1.0000	-0.1601	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.4700	254.37	40.46	2.0	-1.0	-4774.5	-760.8	-1.0000	-0.1624	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.4720	256.45	40.89	2.0	-1.0	-4774.3	-762.5	-1.0000	-0.1635	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.4740	258.54	41.32	2.0	-1.0	-4774.2	-764.3	-1.0000	-0.1659	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.4760	260.64	41.75	2.0	-1.0	-4774.0	-766.1	-1.0000	-0.1670	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.4780	262.74	42.19	2.0	-1.0	-4773.8	-767.8	-1.0000	-0.1693	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.4800	264.85	42.62	2.0	-1.0	-4773.7	-769.6	-1.0000	-0.1705	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.4820	266.97	43.06	2.0	-1.0	-4773.5	-771.3	-1.0000	-0.1729	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.4840	269.10	43.51	2.0	-1.0	-4773.3	-773.1	-1.0000	-0.1740	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.4860	271.23	43.95	2.0	-1.0	-4773.2	-774.8	-1.0000	-0.1764	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.4880	273.37	44.40	2.0	-1.0	-4773.0	-776.6	-1.0000	-0.1776	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.4900	275.52	44.85	2.0	-1.0	-4772.8	-778.3	-1.0000	-0.1800	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.4920	277.67	45.31	2.0	-1.0	-4772.7	-780.1	-1.0000	-0.1812	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.4940	279.84	45.77	2.0	-1.0	-4772.5	-781.8	-1.0000	-0.1837	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.4960	282.01	46.23	2.0	-1.0	-4772.3	-783.6	-1.0000	-0.1849	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.4980	284.18	46.69	2.0	-1.0	-4772.1	-785.4	-1.0000	-0.1874	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.5000	286.37	47.16	2.0	-1.0	-4772.0	-787.1	-1.0000	-0.1886	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.5020	288.56	47.62	2.0	-1.0	-4771.8	-788.9	-1.0000	-0.1911	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.5040	290.76	48.10	2.0	-1.0	-4771.6	-790.6	-1.0000	-0.1924	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.5060	292.96	48.57	2.0	-1.0	-4771.4	-792.4	-1.0000	-0.1949	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.5080	295.18	49.05	2.0	-1.0	-4771.3	-794.1	-1.0000	-0.1962	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.5100	297.40	49.53	2.0	-1.0	-4771.1	-795.9	-1.0000	-0.1987	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.5120	299.62	50.01	2.0	-1.0	-4770.9	-797.6	-1.0000	-0.2000	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.5140	301.86	50.50	2.0	-1.0	-4770.7	-799.4	-1.0000	-0.2026	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.5160	304.10	50.98	2.0	-1.0	-4770.5	-801.1	-1.0000	-0.2039	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.5180	306.34	51.48	2.0	-1.0	-4770.4	-802.9	-1.0000	-0.2065	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.5200	308.60	51.97	2.0	-1.0	-4770.2	-804.7	-1.0000	-0.2079	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.5220	310.86	52.47	2.0	-1.0	-4770.0	-806.4	-1.0000	-0.2105	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.5240	313.13	52.97	2.0	-1.0	-4769.8	-808.2	-1.0000	-0.2119	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.5260	315.41	53.47	2.0	-1.0	-4769.6	-809.9	-1.0000	-0.2145	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.5280	317.69	53.98	2.0	-1.0	-4769.5	-811.7	-1.0000	-0.2159	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.5300	319.98	54.48	2.0	-1.0	-4769.3	-813.4	-1.0000	-0.2186	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.5320	322.27	55.00	2.0	-1.0	-4769.1	-815.2	-1.0000	-0.2200	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.5340	324.58	55.51	2.0	-1.0	-4768.9	-816.9	-1.0000	-0.2227	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.5360	326.89	56.03	2.0	-1.0	-4768.7	-818.7	-1.0000	-0.2241	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.5380	329.21	56.55	2.0	-1.0	-4768.5	-820.4	-1.0000	-0.2269	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.5400	331.53	57.07	2.0	-1.0	-4768.3	-822.2	-1.0000	-0.2283	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.5420	333.86	57.60	2.0	-1.0	-4768.1	-823.9	-1.0000	-0.2311	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.5440	336.20	58.13	2.0	-1.0	-4768.0	-825.7	-1.0000	-0.2325	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.5460	338.54	58.66	2.0	-1.0	-4767.8	-827.4	-1.0000	-0.2353	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.5480	340.89	59.19	2.0	-1.0	-4767.6	-829.2	-1.0000	-0.2368	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.5500	343.25	59.73	2.0	-1.0	-4767.4	-831.0	-1.0000	-0.2396	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.5520	345.61	60.27	2.0	-1.0	-4767.2	-832.7	-1.0000	-0.2411	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.5540	347.99	60.82	2.0	-1.0	-4767.0	-834.5	-1.0000	-0.2440	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.5560	350.36	61.36	2.0	-1.0	-4766.8	-836.2	-1.0000	-0.2455	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.5580	352.75	61.91	2.0	-1.0	-4766.6	-838.0	-1.0000	-0.2483	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.5600	355.14	62.47	2.0	-1.0	-4766.4	-839.7	-1.0000	-0.2499	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
